rank,team,situation_order,situation_name,team_play_count,team_sample_quality,coach_dna_score_adjusted,coach_dna_score_raw,tendency_signal_score,efficiency_signal_score,explosiveness_signal_score,stability_signal_score,sample_reliability_score,dropback_rate_delta,rush_rate_delta,shotgun_rate_delta,no_huddle_rate_delta,avg_epa_delta,success_rate_delta,explosive_play_rate_delta,tendency_profile_label,formation_profile_label,tempo_profile_label,efficiency_profile_label
168,WAS,7,goal_to_go,63,good,62.4515625,69.390625,74.21875,63.28125,73.4375,51.5625,80.0,-0.0947,0.0947,0.10330000000000006,0.3742,0.1037,0.03820000000000001,0.0085,more_run_heavy_than_baseline,more_shotgun_than_baseline,faster_than_baseline,more_efficient_than_baseline
169,CIN,17,trailing_one_score,338,strong,62.421875,62.421875,87.5,35.9375,25.0,53.125,100.0,0.09850000000000003,-0.09849999999999998,0.118,-0.08410000000000001,-0.062,-0.02210000000000001,-0.0155,more_dropback_heavy_than_baseline,more_shotgun_than_baseline,slower_than_baseline,less_efficient_than_baseline
170,ARI,8,two_minute_half,128,strong,62.40234375,62.40234375,57.8125,57.421875,79.16666666666667,51.5625,100.0,0.08540000000000003,-0.0854,0.051899999999999946,0.008500000000000008,0.0206,0.00660000000000005,0.044800000000000006,more_dropback_heavy_than_baseline,more_shotgun_than_baseline,close_to_baseline_tempo,close_to_baseline_efficiency
171,BAL,21,trailing_early_down,313,strong,62.3828125,62.3828125,80.46875,32.8125,71.875,21.875,100.0,-0.10109999999999997,0.10109999999999997,-0.06459999999999999,-0.1021,-0.053,-0.00030000000000002247,0.01949999999999999,more_run_heavy_than_baseline,less_shotgun_than_baseline,slower_than_baseline,less_efficient_than_baseline
172,PHI,7,goal_to_go,55,good,62.3109375,69.234375,51.5625,93.75,76.04166666666667,71.875,80.0,-0.11210000000000003,0.11209999999999998,0.007199999999999984,0.023000000000000007,0.315,0.0711,0.0108,more_run_heavy_than_baseline,close_to_baseline_shotgun_usage,faster_than_baseline,more_efficient_than_baseline
173,DAL,17,trailing_one_score,327,strong,62.2265625,62.2265625,48.4375,74.21875,53.125,89.0625,100.0,0.0393,-0.0393,-0.05570000000000008,-0.010000000000000009,0.1568,0.022499999999999964,0.0068999999999999895,close_to_baseline_run_pass_split,less_shotgun_than_baseline,close_to_baseline_tempo,more_efficient_than_baseline
174,BAL,3,third_down,201,strong,62.01171875,62.01171875,72.265625,53.90625,52.604166666666664,31.25,100.0,-0.06779999999999997,0.06780000000000003,-0.04459999999999997,-0.0527,-0.014400000000000003,-0.0013000000000000234,-0.006099999999999994,more_run_heavy_than_baseline,close_to_baseline_shotgun_usage,slower_than_baseline,close_to_baseline_efficiency
175,SF,12,tied,255,strong,61.9921875,61.9921875,33.59375,96.875,64.58333333333333,79.6875,100.0,-0.0031999999999999806,0.003200000000000036,-0.12629999999999997,-0.0402,0.1396,0.07829999999999993,0.002599999999999991,close_to_baseline_run_pass_split,less_shotgun_than_baseline,slower_than_baseline,more_efficient_than_baseline
176,IND,15,leading_one_score,217,strong,61.9140625,61.9140625,59.375,60.15625,56.25,67.1875,100.0,0.028100000000000014,-0.02809999999999996,0.09340000000000004,-0.0612,0.0856,0.00539999999999996,0.008200000000000013,close_to_baseline_run_pass_split,more_shotgun_than_baseline,slower_than_baseline,more_efficient_than_baseline
177,NYG,10,one_score,712,strong,61.7578125,61.7578125,70.3125,44.53125,58.854166666666664,51.5625,100.0,-0.04249999999999998,0.04249999999999998,0.054300000000000015,0.1286,0.015200000000000002,-0.018400000000000027,0.0015999999999999903,close_to_baseline_run_pass_split,more_shotgun_than_baseline,faster_than_baseline,close_to_baseline_efficiency
178,CHI,20,leading_early_down,299,strong,61.71875,61.71875,48.4375,56.25,84.375,82.03125,100.0,-0.022099999999999953,0.02210000000000001,-0.2243,-0.034100000000000005,0.0791,0.0012000000000000344,0.0441,close_to_baseline_run_pass_split,less_shotgun_than_baseline,slower_than_baseline,more_efficient_than_baseline
179,KC,19,tied_early_down,171,strong,61.6796875,61.6796875,75.0,36.71875,61.458333333333336,45.3125,100.0,0.06309999999999999,-0.06310000000000004,0.18359999999999999,-0.0543,-0.0677,0.008499999999999952,0.00020000000000000573,more_dropback_heavy_than_baseline,more_shotgun_than_baseline,slower_than_baseline,less_efficient_than_baseline
180,BAL,17,trailing_one_score,260,strong,61.5625,61.5625,68.75,43.75,85.41666666666667,18.75,100.0,-0.05449999999999999,0.05449999999999999,-0.027800000000000047,-0.07400000000000001,-0.035699999999999996,-0.012400000000000022,0.03159999999999999,more_run_heavy_than_baseline,close_to_baseline_shotgun_usage,slower_than_baseline,less_efficient_than_baseline
181,HOU,16,leading_two_plus_scores,194,strong,61.53225806451612,61.53225806451612,58.064516129032256,66.12903225806451,53.76344086021505,58.064516129032256,100.0,0.07980000000000004,-0.07979999999999998,0.0041999999999999815,-0.048299999999999996,0.0558,0.02290000000000003,-0.003500000000000003,more_dropback_heavy_than_baseline,close_to_baseline_shotgun_usage,slower_than_baseline,more_efficient_than_baseline
182,PHI,14,trailing,312,strong,61.46484375,61.46484375,50.78125,64.453125,77.08333333333333,59.375,100.0,-0.009099999999999997,0.009099999999999997,0.09539999999999993,0.1631,0.058499999999999996,0.02510000000000001,0.022199999999999998,close_to_baseline_run_pass_split,more_shotgun_than_baseline,faster_than_baseline,more_efficient_than_baseline
183,DET,16,leading_two_plus_scores,195,strong,61.41129032258064,61.41129032258064,50.403225806451616,74.59677419354838,60.215053763440864,60.483870967741936,100.0,0.03090000000000004,-0.030899999999999928,-0.1629,-0.033,0.0963,0.020600000000000007,0.0010000000000000009,close_to_baseline_run_pass_split,less_shotgun_than_baseline,slower_than_baseline,more_efficient_than_baseline
184,SF,11,neutral_early_down,469,strong,61.38671875,61.38671875,62.5,65.234375,55.208333333333336,36.71875,100.0,0.03500000000000003,-0.034999999999999976,-0.1421,-0.04710000000000001,0.028900000000000002,0.038500000000000034,-0.005700000000000011,close_to_baseline_run_pass_split,less_shotgun_than_baseline,slower_than_baseline,close_to_baseline_efficiency
185,DEN,14,trailing,422,strong,61.328125,61.328125,35.9375,81.25,66.66666666666667,98.4375,100.0,0.02079999999999993,-0.020799999999999985,-0.01860000000000006,0.029200000000000004,0.211,0.020899999999999974,0.020100000000000007,close_to_baseline_run_pass_split,close_to_baseline_shotgun_usage,faster_than_baseline,more_efficient_than_baseline
186,ARI,6,red_zone,165,strong,61.2890625,61.2890625,78.125,38.28125,66.66666666666667,15.625,100.0,0.18799999999999994,-0.188,0.1411,0.032799999999999996,-0.08020000000000001,-0.034499999999999975,0.0215,more_dropback_heavy_than_baseline,more_shotgun_than_baseline,faster_than_baseline,less_efficient_than_baseline
187,SF,1,all_offense,1060,strong,61.171875,61.171875,46.09375,86.71875,44.791666666666664,70.3125,100.0,-0.009499999999999953,0.009500000000000008,-0.1552,-0.0671,0.0945,0.04849999999999999,-0.006399999999999989,close_to_baseline_run_pass_split,less_shotgun_than_baseline,slower_than_baseline,more_efficient_than_baseline
188,CIN,14,trailing,596,strong,60.9765625,60.9765625,82.8125,38.28125,34.895833333333336,39.0625,100.0,0.07379999999999998,-0.07379999999999998,0.11659999999999993,-0.0978,-0.0608,-0.011900000000000022,-0.0058,more_dropback_heavy_than_baseline,more_shotgun_than_baseline,slower_than_baseline,less_efficient_than_baseline
189,CIN,7,goal_to_go,61,good,60.975,67.75,92.1875,50.0,39.0625,39.0625,80.0,0.16359999999999997,-0.16359999999999997,0.24150000000000005,-0.0861,-0.258,-0.028200000000000003,-0.0074,more_dropback_heavy_than_baseline,more_shotgun_than_baseline,slower_than_baseline,less_efficient_than_baseline
190,PHI,21,trailing_early_down,246,strong,60.95703125,60.95703125,58.59375,58.984375,62.5,54.6875,100.0,-0.016699999999999937,0.016699999999999993,0.12250000000000005,0.19150000000000003,0.0050999999999999995,0.025399999999999978,0.0116,close_to_baseline_run_pass_split,more_shotgun_than_baseline,faster_than_baseline,close_to_baseline_efficiency
191,SEA,10,one_score,639,strong,60.9375,60.9375,57.8125,64.0625,70.83333333333333,32.8125,100.0,-0.03289999999999993,0.032899999999999985,-0.21169999999999994,-0.015899999999999997,0.034899999999999994,0.02479999999999999,0.015499999999999986,close_to_baseline_run_pass_split,less_shotgun_than_baseline,close_to_baseline_tempo,more_efficient_than_baseline
192,NYG,13,leading,371,strong,60.859375,60.859375,63.28125,50.78125,79.16666666666667,28.125,100.0,-0.029600000000000015,0.02959999999999996,0.11080000000000001,0.13879999999999998,0.027500000000000004,-0.009099999999999997,0.0179,close_to_baseline_run_pass_split,more_shotgun_than_baseline,faster_than_baseline,close_to_baseline_efficiency
193,LA,7,goal_to_go,91,good,60.79921875,67.5546875,62.5,92.96875,39.0625,63.28125,80.0,0.04079999999999995,-0.0408,-0.3912,-0.0751,0.302,0.13340000000000002,-0.0074,close_to_baseline_run_pass_split,less_shotgun_than_baseline,slower_than_baseline,more_efficient_than_baseline
194,DAL,3,third_down,205,strong,60.68359375,60.68359375,60.15625,55.078125,50.0,73.4375,100.0,0.07990000000000008,-0.0799,0.016900000000000026,-0.004599999999999993,0.0862,0.009899999999999964,0.0010999999999999899,more_dropback_heavy_than_baseline,close_to_baseline_shotgun_usage,close_to_baseline_tempo,more_efficient_than_baseline
195,GB,7,goal_to_go,54,good,60.4125,67.125,67.1875,85.9375,39.0625,55.46875,80.0,-0.1053,0.10530000000000006,-0.09250000000000003,0.06200000000000001,0.18580000000000002,0.17309999999999998,-0.0074,more_run_heavy_than_baseline,less_shotgun_than_baseline,faster_than_baseline,more_efficient_than_baseline
196,CIN,9,two_minute_game,63,good,60.394921875,67.10546875,51.171875,85.9375,69.79166666666667,81.25,80.0,0.09600000000000009,-0.09599999999999997,0.11919999999999997,-0.029700000000000004,0.2126,0.06609999999999999,0.0637,more_dropback_heavy_than_baseline,more_shotgun_than_baseline,slower_than_baseline,more_efficient_than_baseline
197,CIN,12,tied,159,strong,60.29296875,60.29296875,58.984375,75.0,8.333333333333334,87.5,100.0,0.020100000000000007,-0.02009999999999995,0.13119999999999998,-0.0716,0.0853,0.05359999999999998,-0.05520000000000001,close_to_baseline_run_pass_split,more_shotgun_than_baseline,slower_than_baseline,more_efficient_than_baseline
198,JAX,19,tied_early_down,209,strong,60.2734375,60.2734375,50.0,75.78125,42.708333333333336,74.21875,100.0,0.047199999999999964,-0.04720000000000002,-0.08919999999999995,-0.028700000000000003,0.06420000000000001,0.01749999999999996,-0.018500000000000003,close_to_baseline_run_pass_split,less_shotgun_than_baseline,slower_than_baseline,more_efficient_than_baseline
199,BUF,17,trailing_one_score,264,strong,60.078125,60.078125,53.90625,72.65625,65.625,28.125,100.0,-0.024800000000000044,0.02479999999999999,-0.13680000000000003,-0.048,0.1325,0.03799999999999998,0.02529999999999999,close_to_baseline_run_pass_split,less_shotgun_than_baseline,slower_than_baseline,more_efficient_than_baseline
200,JAX,5,short_yardage,101,strong,60.0390625,60.0390625,76.5625,33.59375,46.875,51.5625,100.0,-0.10010000000000002,0.10009999999999997,-0.12630000000000002,-0.085,-0.1234,-0.03169999999999995,-0.011399999999999993,more_run_heavy_than_baseline,less_shotgun_than_baseline,slower_than_baseline,less_efficient_than_baseline
201,LA,16,leading_two_plus_scores,260,strong,60.020161290322584,60.020161290322584,40.32258064516129,84.2741935483871,45.16129032258064,90.32258064516128,100.0,-0.017799999999999983,0.017800000000000038,-0.22450000000000003,-0.016300000000000002,0.09,0.06670000000000004,-0.01440000000000001,close_to_baseline_run_pass_split,less_shotgun_than_baseline,close_to_baseline_tempo,more_efficient_than_baseline
202,NO,15,leading_one_score,80,good,59.95546875,66.6171875,75.0,46.09375,57.8125,86.71875,80.0,0.09089999999999998,-0.09089999999999998,0.06259999999999999,0.1125,0.0819,-0.02779999999999999,0.015300000000000008,more_dropback_heavy_than_baseline,more_shotgun_than_baseline,faster_than_baseline,more_efficient_than_baseline
203,CAR,15,leading_one_score,121,strong,59.921875,59.921875,83.59375,17.96875,26.041666666666668,89.0625,100.0,-0.1291,0.1291,-0.12519999999999998,-0.050199999999999995,-0.1284,-0.03939999999999999,-0.02729999999999999,more_run_heavy_than_baseline,less_shotgun_than_baseline,slower_than_baseline,less_efficient_than_baseline
204,MIN,6,red_zone,146,strong,59.6875,59.6875,63.28125,42.96875,84.89583333333333,27.34375,100.0,0.0998,-0.0998,-0.10410000000000008,-0.019199999999999995,-0.0849,-0.004599999999999993,0.024100000000000003,more_dropback_heavy_than_baseline,less_shotgun_than_baseline,close_to_baseline_tempo,less_efficient_than_baseline
205,KC,1,all_offense,1045,strong,59.66796875,59.66796875,69.53125,53.515625,39.583333333333336,40.625,100.0,0.02729999999999999,-0.02729999999999999,0.1129,-0.07900000000000001,0.0393,0.009500000000000008,-0.009400000000000006,close_to_baseline_run_pass_split,more_shotgun_than_baseline,slower_than_baseline,more_efficient_than_baseline
206,DAL,10,one_score,677,strong,59.609375,59.609375,39.84375,78.90625,56.25,85.15625,100.0,0.017000000000000015,-0.017000000000000015,-0.07729999999999992,-0.019799999999999998,0.1227,0.02839999999999998,0.007099999999999995,close_to_baseline_run_pass_split,less_shotgun_than_baseline,close_to_baseline_tempo,more_efficient_than_baseline
207,ARI,18,trailing_two_plus_scores,355,strong,59.3359375,59.3359375,54.6875,60.15625,53.125,67.1875,100.0,0.05819999999999992,-0.05820000000000003,0.033399999999999985,0.0683,0.0755,0.021100000000000008,0.00940000000000002,more_dropback_heavy_than_baseline,close_to_baseline_shotgun_usage,faster_than_baseline,more_efficient_than_baseline
208,CIN,5,short_yardage,109,strong,59.31640625,59.31640625,57.03125,68.359375,23.958333333333332,79.6875,100.0,0.02849999999999997,-0.02849999999999997,0.25680000000000003,-0.10000000000000002,0.14629999999999999,0.055300000000000016,-0.026400000000000007,close_to_baseline_run_pass_split,more_shotgun_than_baseline,slower_than_baseline,more_efficient_than_baseline
209,ARI,21,trailing_early_down,466,strong,59.296875,59.296875,65.625,54.6875,36.458333333333336,56.25,100.0,0.10970000000000002,-0.10970000000000002,0.01639999999999997,0.0539,0.0166,0.006199999999999983,-0.008400000000000005,more_dropback_heavy_than_baseline,close_to_baseline_shotgun_usage,faster_than_baseline,close_to_baseline_efficiency
210,ATL,11,neutral_early_down,523,strong,59.23828125,59.23828125,41.40625,63.671875,70.83333333333333,90.625,100.0,-0.03199999999999997,0.03199999999999997,0.13470000000000004,-0.00520000000000001,0.0842,0.02360000000000001,0.012499999999999983,close_to_baseline_run_pass_split,more_shotgun_than_baseline,close_to_baseline_tempo,more_efficient_than_baseline
211,MIN,20,leading_early_down,223,strong,59.23828125,59.23828125,70.3125,48.828125,56.25,19.53125,100.0,-0.04319999999999996,0.043200000000000016,-0.19880000000000003,-0.044000000000000004,-0.0264,0.016000000000000014,0.0058,close_to_baseline_run_pass_split,less_shotgun_than_baseline,slower_than_baseline,close_to_baseline_efficiency
212,MIA,15,leading_one_score,166,strong,59.21875,59.21875,45.3125,73.4375,57.291666666666664,68.75,100.0,0.026100000000000012,-0.026099999999999957,0.0665,-0.0509,0.1103,0.005899999999999961,0.00990000000000002,close_to_baseline_run_pass_split,more_shotgun_than_baseline,slower_than_baseline,more_efficient_than_baseline
213,IND,3,third_down,193,strong,59.1015625,59.1015625,39.84375,71.875,69.27083333333333,78.125,100.0,-0.018799999999999928,0.018799999999999983,0.0010999999999999899,-0.0771,0.17629999999999998,0.021399999999999975,0.009899999999999992,close_to_baseline_run_pass_split,close_to_baseline_shotgun_usage,slower_than_baseline,more_efficient_than_baseline
214,HOU,8,two_minute_half,125,strong,59.0625,59.0625,64.84375,27.34375,81.25,58.59375,100.0,-0.04690000000000005,0.0469,-0.07779999999999998,-0.09939999999999999,-0.0018000000000000004,-0.047099999999999975,0.04090000000000002,close_to_baseline_run_pass_split,less_shotgun_than_baseline,slower_than_baseline,close_to_baseline_efficiency
215,JAX,3,third_down,211,strong,59.00390625,59.00390625,46.09375,60.546875,87.5,50.0,100.0,-0.04799999999999993,0.04799999999999999,0.00040000000000006697,-0.04479999999999999,0.1277,0.011799999999999977,0.049199999999999994,close_to_baseline_run_pass_split,close_to_baseline_shotgun_usage,slower_than_baseline,more_efficient_than_baseline
216,SF,6,red_zone,196,strong,58.984375,58.984375,45.3125,90.625,12.5,90.625,100.0,-0.008000000000000007,0.008000000000000007,-0.14360000000000006,-0.0792,0.1968,0.04189999999999999,-0.0308,close_to_baseline_run_pass_split,less_shotgun_than_baseline,slower_than_baseline,more_efficient_than_baseline
217,SF,8,two_minute_half,126,strong,58.984375,58.984375,47.65625,63.28125,52.083333333333336,89.0625,100.0,0.03490000000000004,-0.034900000000000014,-0.06030000000000002,-0.06019999999999999,0.0878,0.04520000000000002,-9.999999999998899e-05,close_to_baseline_run_pass_split,less_shotgun_than_baseline,slower_than_baseline,more_efficient_than_baseline
218,JAX,11,neutral_early_down,412,strong,58.96484375,58.96484375,44.53125,64.453125,58.333333333333336,90.625,100.0,0.0343,-0.0343,-0.08940000000000003,-0.012700000000000003,0.074,0.02210000000000001,0.008599999999999997,close_to_baseline_run_pass_split,less_shotgun_than_baseline,close_to_baseline_tempo,more_efficient_than_baseline
219,MIN,13,leading,289,strong,58.9453125,58.9453125,71.09375,48.4375,55.208333333333336,15.625,100.0,-0.03689999999999999,0.036900000000000044,-0.1652,-0.0445,-0.0552,0.005599999999999994,0.002700000000000008,close_to_baseline_run_pass_split,less_shotgun_than_baseline,slower_than_baseline,less_efficient_than_baseline
220,NYG,11,neutral_early_down,439,strong,58.90625,58.90625,77.34375,42.96875,35.9375,29.6875,100.0,-0.05679999999999996,0.05680000000000002,0.08250000000000002,0.1856,0.005700000000000002,-0.008599999999999997,-0.019000000000000017,more_run_heavy_than_baseline,more_shotgun_than_baseline,faster_than_baseline,close_to_baseline_efficiency
221,DET,6,red_zone,190,strong,58.8671875,58.8671875,39.0625,69.53125,75.52083333333333,75.78125,100.0,0.028699999999999948,-0.028700000000000003,-0.12730000000000008,-0.026099999999999998,0.1466,-0.017100000000000004,0.012000000000000004,close_to_baseline_run_pass_split,less_shotgun_than_baseline,slower_than_baseline,more_efficient_than_baseline
222,SF,10,one_score,736,strong,58.8671875,58.8671875,42.1875,86.71875,41.145833333333336,70.3125,100.0,0.0043000000000000815,-0.0042999999999999705,-0.13159999999999994,-0.051000000000000004,0.1081,0.05359999999999998,-0.0068000000000000005,close_to_baseline_run_pass_split,less_shotgun_than_baseline,slower_than_baseline,more_efficient_than_baseline
223,IND,6,red_zone,187,strong,58.828125,58.828125,39.84375,86.71875,41.666666666666664,79.6875,100.0,-0.0484,0.0484,0.030899999999999928,-0.0357,0.1809,0.03749999999999998,-0.008400000000000005,close_to_baseline_run_pass_split,close_to_baseline_shotgun_usage,slower_than_baseline,more_efficient_than_baseline
224,BAL,8,two_minute_half,106,strong,58.7890625,58.7890625,74.21875,39.0625,65.625,7.8125,100.0,-0.08399999999999996,0.08400000000000002,-0.047599999999999976,-0.10679999999999999,-0.0816,0.0014000000000000123,0.014399999999999996,more_run_heavy_than_baseline,close_to_baseline_shotgun_usage,slower_than_baseline,less_efficient_than_baseline
225,SEA,16,leading_two_plus_scores,292,strong,58.74999999999999,58.74999999999999,47.58064516129032,66.12903225806451,78.49462365591398,40.32258064516129,100.0,-0.04189999999999999,0.04190000000000005,-0.193,-0.010700000000000001,-0.009600000000000001,0.019600000000000006,0.023499999999999993,close_to_baseline_run_pass_split,less_shotgun_than_baseline,close_to_baseline_tempo,close_to_baseline_efficiency
226,ARI,14,trailing,618,strong,58.7109375,58.7109375,62.5,52.34375,44.791666666666664,57.8125,100.0,0.08429999999999993,-0.08429999999999999,0.014599999999999946,0.04469999999999999,0.006399999999999998,0.005299999999999971,0.002700000000000008,more_dropback_heavy_than_baseline,close_to_baseline_shotgun_usage,faster_than_baseline,close_to_baseline_efficiency
227,NE,3,third_down,195,strong,58.7109375,58.7109375,43.75,74.21875,72.91666666666667,45.3125,100.0,-0.0006999999999999229,0.0007000000000000339,-0.05940000000000001,-0.0824,0.1726,0.047599999999999976,0.04419999999999999,close_to_baseline_run_pass_split,less_shotgun_than_baseline,slower_than_baseline,more_efficient_than_baseline
228,TB,17,trailing_one_score,291,strong,58.671875,58.671875,30.078125,88.671875,58.333333333333336,92.1875,100.0,-0.02290000000000003,0.022899999999999976,-0.015300000000000091,-0.025800000000000003,0.1805,0.055499999999999994,0.007099999999999995,close_to_baseline_run_pass_split,close_to_baseline_shotgun_usage,slower_than_baseline,more_efficient_than_baseline
229,IND,11,neutral_early_down,423,strong,58.6328125,58.6328125,39.84375,81.25,78.125,36.71875,100.0,0.027000000000000024,-0.02699999999999997,0.059699999999999975,-0.04530000000000001,0.0903,0.043200000000000016,0.028299999999999992,close_to_baseline_run_pass_split,more_shotgun_than_baseline,slower_than_baseline,more_efficient_than_baseline
230,PIT,20,leading_early_down,295,strong,58.61328125,58.61328125,48.4375,72.265625,50.0,62.5,100.0,0.05830000000000002,-0.05830000000000002,-0.02970000000000006,0.023999999999999994,0.0742,0.051100000000000034,-0.0010000000000000009,more_dropback_heavy_than_baseline,close_to_baseline_shotgun_usage,faster_than_baseline,more_efficient_than_baseline
231,KC,10,one_score,789,strong,58.57421875,58.57421875,75.78125,44.140625,30.208333333333332,39.0625,100.0,0.04590000000000005,-0.045899999999999996,0.11760000000000004,-0.066,-0.0034000000000000002,0.009199999999999986,-0.015300000000000008,close_to_baseline_run_pass_split,more_shotgun_than_baseline,slower_than_baseline,close_to_baseline_efficiency
232,DET,14,trailing,470,strong,58.515625,58.515625,64.84375,33.59375,63.541666666666664,64.0625,100.0,0.03289999999999993,-0.032899999999999985,-0.14650000000000007,-0.0605,-0.0005000000000000004,-0.02360000000000001,0.021600000000000008,close_to_baseline_run_pass_split,less_shotgun_than_baseline,slower_than_baseline,close_to_baseline_efficiency
233,MIA,10,one_score,538,strong,58.37890625,58.37890625,46.875,66.015625,81.25,35.9375,100.0,-0.022199999999999998,0.022199999999999998,0.033400000000000096,-0.0547,0.0713,0.009199999999999986,0.0174,close_to_baseline_run_pass_split,close_to_baseline_shotgun_usage,slower_than_baseline,more_efficient_than_baseline
234,NE,20,leading_early_down,431,strong,58.1640625,58.1640625,37.5,88.28125,69.79166666666667,37.5,100.0,-0.010599999999999998,0.010599999999999943,-0.11149999999999999,-0.047700000000000006,0.1303,0.05680000000000002,0.0199,close_to_baseline_run_pass_split,less_shotgun_than_baseline,slower_than_baseline,more_efficient_than_baseline
235,CAR,20,leading_early_down,124,strong,58.046875,58.046875,86.71875,16.40625,6.25,89.84375,100.0,-0.13229999999999997,0.13229999999999997,-0.15610000000000002,-0.0548,-0.1209,-0.03639999999999999,-0.060600000000000015,more_run_heavy_than_baseline,less_shotgun_than_baseline,slower_than_baseline,less_efficient_than_baseline
236,WAS,16,leading_two_plus_scores,82,good,58.03548387096776,64.48387096774195,62.903225806451616,66.12903225806451,86.02150537634408,27.41935483870968,80.0,-0.017299999999999982,0.017300000000000093,0.33309999999999995,0.4536,0.013399999999999995,0.06220000000000003,0.03319999999999998,close_to_baseline_run_pass_split,more_shotgun_than_baseline,faster_than_baseline,close_to_baseline_efficiency
237,MIA,2,early_down,724,strong,57.9296875,57.9296875,45.3125,57.03125,85.41666666666667,54.6875,100.0,-0.03149999999999997,0.03150000000000003,0.018000000000000016,-0.0699,0.0256,-0.00020000000000003348,0.024999999999999994,close_to_baseline_run_pass_split,close_to_baseline_shotgun_usage,slower_than_baseline,close_to_baseline_efficiency
238,NE,18,trailing_two_plus_scores,39,thin,57.84375,77.125,71.875,100.0,74.47916666666667,58.59375,55.0,0.1179,-0.1179,-0.15659999999999996,-0.011399999999999993,0.4699,0.13170000000000004,0.0252,more_dropback_heavy_than_baseline,less_shotgun_than_baseline,close_to_baseline_tempo,more_efficient_than_baseline
239,MIA,13,leading,340,strong,57.8125,57.8125,57.03125,50.78125,60.9375,53.125,100.0,-0.033399999999999985,0.033399999999999985,0.07599999999999996,-0.0569,0.0293,-0.02100000000000002,0.005500000000000005,close_to_baseline_run_pass_split,more_shotgun_than_baseline,slower_than_baseline,close_to_baseline_efficiency
240,LA,4,fourth_down,30,thin,57.755859375,77.0078125,75.0,91.40625,73.95833333333333,65.625,55.0,-0.08920000000000006,0.0892,-0.20830000000000004,-0.0943,0.8632,0.15569999999999995,0.045799999999999993,more_run_heavy_than_baseline,less_shotgun_than_baseline,slower_than_baseline,more_efficient_than_baseline
241,PIT,3,third_down,208,strong,57.75390625,57.75390625,50.0,69.140625,40.625,68.75,100.0,0.039100000000000024,-0.039099999999999996,0.03259999999999996,0.01830000000000001,0.1136,0.003699999999999981,-0.010599999999999998,close_to_baseline_run_pass_split,close_to_baseline_shotgun_usage,close_to_baseline_tempo,more_efficient_than_baseline
242,NYG,2,early_down,813,strong,57.67578125,57.67578125,75.0,31.640625,47.395833333333336,39.0625,100.0,-0.050999999999999934,0.05099999999999999,0.08700000000000008,0.14969999999999997,-0.0112,-0.01940000000000003,-0.004399999999999987,more_run_heavy_than_baseline,more_shotgun_than_baseline,faster_than_baseline,close_to_baseline_efficiency
243,SF,19,tied_early_down,201,strong,57.67578125,57.67578125,30.859375,88.28125,65.625,68.75,100.0,0.004199999999999926,-0.004200000000000037,-0.1482,-0.032,0.0738,0.06569999999999993,0.0008999999999999841,close_to_baseline_run_pass_split,less_shotgun_than_baseline,slower_than_baseline,more_efficient_than_baseline
244,SF,16,leading_two_plus_scores,170,strong,57.58064516129032,57.58064516129032,67.74193548387096,61.29032258064516,17.204301075268816,41.935483870967744,100.0,-0.044499999999999984,0.044499999999999984,-0.24080000000000001,-0.0527,-0.032100000000000004,0.027300000000000046,-0.04340000000000001,close_to_baseline_run_pass_split,less_shotgun_than_baseline,slower_than_baseline,less_efficient_than_baseline
245,MIA,16,leading_two_plus_scores,174,strong,57.49999999999999,57.49999999999999,70.16129032258064,31.451612903225804,56.989247311827945,45.16129032258064,100.0,-0.07119999999999999,0.07120000000000004,0.10170000000000001,-0.0586,-0.0497,-0.04629999999999995,0.0003999999999999837,more_run_heavy_than_baseline,more_shotgun_than_baseline,slower_than_baseline,less_efficient_than_baseline
246,DEN,6,red_zone,164,strong,57.48046875,57.48046875,35.15625,69.140625,70.83333333333333,87.5,100.0,0.051999999999999935,-0.05199999999999999,-0.04910000000000003,0.0031000000000000055,0.1428,0.016600000000000004,0.009799999999999996,more_dropback_heavy_than_baseline,close_to_baseline_shotgun_usage,close_to_baseline_tempo,more_efficient_than_baseline
247,IND,12,tied,170,strong,57.40234375,57.40234375,41.40625,72.265625,76.5625,42.1875,100.0,0.030200000000000005,-0.03019999999999995,-0.014599999999999946,-0.0363,0.0060999999999999995,0.02729999999999999,0.010499999999999982,close_to_baseline_run_pass_split,close_to_baseline_shotgun_usage,slower_than_baseline,close_to_baseline_efficiency
248,TB,5,short_yardage,103,strong,57.34375,57.34375,23.4375,84.375,81.25,85.15625,100.0,-0.027200000000000002,0.027200000000000002,-0.08560000000000001,-0.008900000000000019,0.23460000000000003,0.06410000000000005,0.025900000000000006,close_to_baseline_run_pass_split,less_shotgun_than_baseline,close_to_baseline_tempo,more_efficient_than_baseline
249,DET,10,one_score,630,strong,57.20703125,57.20703125,44.921875,71.09375,54.166666666666664,60.9375,100.0,0.008000000000000007,-0.008000000000000007,-0.19699999999999995,-0.0323,0.0496,0.010699999999999987,0.006499999999999978,close_to_baseline_run_pass_split,less_shotgun_than_baseline,slower_than_baseline,more_efficient_than_baseline
250,ATL,21,trailing_early_down,315,strong,57.0703125,57.0703125,22.65625,84.375,85.41666666666667,79.6875,100.0,0.0006000000000000449,-0.0006000000000000449,0.17259999999999998,0.0024000000000000132,0.1061,0.0509,0.034399999999999986,close_to_baseline_run_pass_split,more_shotgun_than_baseline,close_to_baseline_tempo,more_efficient_than_baseline
