profile_season,team,situation_order,situation_name,field_zone_order,field_zone,situation_field_zone_context,team_play_count,team_sample_quality,sample_vs_baseline_context,sample_reliability_score,sample_multiplier,tendency_signal_score,efficiency_signal_score,explosiveness_signal_score,stability_signal_score,coach_dna_score_raw,coach_dna_score_adjusted,tendency_profile_label,tempo_profile_label,formation_profile_label,efficiency_profile_label,dropback_rate_team,dropback_rate_baseline,dropback_rate_delta,rush_rate_team,rush_rate_baseline,rush_rate_delta,pass_attempt_rate_team,pass_attempt_rate_baseline,pass_attempt_rate_delta,shotgun_rate_team,shotgun_rate_baseline,shotgun_rate_delta,no_huddle_rate_team,no_huddle_rate_baseline,no_huddle_rate_delta,avg_epa_team,avg_epa_baseline,avg_epa_delta,success_rate_team,success_rate_baseline,success_rate_delta,explosive_play_rate_team,explosive_play_rate_baseline,explosive_play_rate_delta,turnover_rate_team,turnover_rate_baseline,turnover_rate_delta,sack_rate_team,sack_rate_baseline,sack_rate_delta,dropback_rate_signal_score,shotgun_rate_signal_score,no_huddle_rate_signal_score,pass_attempt_rate_signal_score,avg_epa_score,success_rate_score,first_down_rate_score,touchdown_rate_score,explosive_play_rate_score,explosive_dropback_rate_score,explosive_run_rate_score,turnover_rate_score,sack_rate_score
2025,DAL,11,one_score,4,red_zone,one_score | red_zone,119,strong,strong_team_sample_vs_strong_baseline,100.0,1.0,39.84375,46.875,79.16666666666667,53.125,51.8359375,51.8359375,close_to_baseline_run_pass_split,slower_than_baseline,less_shotgun_than_baseline,close_to_baseline_efficiency,0.521,0.4836,0.037400000000000044,0.479,0.5164,-0.03739999999999999,0.521,0.4836,0.037400000000000044,0.5798,0.648,-0.06820000000000004,0.042,0.0762,-0.0342,-0.0111,-0.0128,0.0017000000000000001,0.4034,0.423,-0.019600000000000006,0.0756,0.0494,0.0262,0.0252,0.025,0.0001999999999999988,0.0252,0.0327,-0.0075,40.625,40.625,37.5,40.625,56.25,37.5,34.375,59.375,81.25,75.0,81.25,43.75,62.5
2025,DAL,12,neutral_early_down,1,backed_up,neutral_early_down | backed_up,46,thin,thin_team_sample_vs_strong_baseline,55.0,0.75,26.953125,77.34375,72.91666666666667,46.875,49.83984375,37.3798828125,close_to_baseline_run_pass_split,slower_than_baseline,less_shotgun_than_baseline,more_efficient_than_baseline,0.5,0.4974,0.002599999999999991,0.5,0.5026,-0.0026000000000000467,0.5,0.4974,0.002599999999999991,0.4565,0.6126,-0.15610000000000002,0.0217,0.0431,-0.0214,0.1399,-0.0151,0.155,0.587,0.4102,0.17679999999999996,0.1739,0.1311,0.042800000000000005,0.0217,0.0213,0.00040000000000000105,0.0217,0.0191,0.0026000000000000016,3.125,73.4375,28.125,3.125,84.375,90.625,90.625,43.75,81.25,81.25,56.25,50.0,43.75
2025,DAL,12,neutral_early_down,2,own_territory,neutral_early_down | own_territory,228,strong,strong_team_sample_vs_strong_baseline,100.0,1.0,35.15625,65.234375,28.125,76.5625,49.00390625,49.00390625,close_to_baseline_run_pass_split,slower_than_baseline,less_shotgun_than_baseline,more_efficient_than_baseline,0.5526,0.5359,0.016699999999999937,0.4474,0.4641,-0.016699999999999993,0.5526,0.5359,0.016699999999999937,0.5175,0.6256,-0.10810000000000008,0.0482,0.0759,-0.027699999999999995,0.1019,0.0073,0.0946,0.4518,0.4379,0.013899999999999968,0.114,0.1463,-0.03230000000000001,0.0132,0.0231,-0.009899999999999999,0.0263,0.0302,-0.0039000000000000007,28.125,53.125,31.25,28.125,81.25,65.625,56.25,57.8125,21.875,37.5,25.0,90.625,62.5
2025,DAL,12,neutral_early_down,3,fringe,neutral_early_down | fringe,144,strong,strong_team_sample_vs_strong_baseline,100.0,1.0,18.75,62.109375,62.5,76.5625,45.99609375,45.99609375,close_to_baseline_run_pass_split,slower_than_baseline,less_shotgun_than_baseline,more_efficient_than_baseline,0.5069,0.5053,0.0016000000000000458,0.4931,0.4947,-0.0015999999999999903,0.5069,0.5053,0.0016000000000000458,0.5556,0.6366,-0.08100000000000007,0.0903,0.1121,-0.0218,0.1131,0.0299,0.08320000000000001,0.4514,0.4489,0.0025000000000000022,0.1528,0.1448,0.00799999999999998,0.0139,0.022,-0.0081,0.0069,0.0262,-0.0193,6.25,43.75,18.75,6.25,75.0,46.875,62.5,64.0625,62.5,68.75,56.25,68.75,84.375
2025,DAL,13,tied,1,backed_up,tied | backed_up,14,very_thin,very_thin_team_sample_vs_good_baseline,30.0,0.5,64.0625,59.375,59.895833333333336,6.25,54.78125,27.390625,more_run_heavy_than_baseline,slower_than_baseline,less_shotgun_than_baseline,less_efficient_than_baseline,0.4286,0.5494,-0.12080000000000002,0.5714,0.4506,0.12080000000000002,0.4286,0.5494,-0.12080000000000002,0.5,0.6667,-0.16669999999999996,0.0,0.0389,-0.0389,-0.2277,-0.0662,-0.16150000000000003,0.7143,0.3843,0.33000000000000007,0.1429,0.1307,0.012199999999999989,0.0714,0.0261,0.04530000000000001,0.1429,0.0287,0.1142,68.75,71.875,46.875,68.75,25.0,90.625,75.0,46.875,53.125,48.4375,78.125,9.375,3.125
2025,DAL,13,tied,2,own_territory,tied | own_territory,82,good,good_team_sample_vs_strong_baseline,80.0,0.9,52.34375,50.0,39.0625,56.25,51.5390625,46.38515625,close_to_baseline_run_pass_split,slower_than_baseline,less_shotgun_than_baseline,less_efficient_than_baseline,0.5488,0.5902,-0.04139999999999999,0.4512,0.4098,0.04139999999999999,0.5488,0.5902,-0.04139999999999999,0.561,0.6813,-0.12029999999999996,0.0366,0.0641,-0.027500000000000004,-0.0473,-0.01,-0.0373,0.4634,0.4408,0.022599999999999953,0.122,0.1463,-0.024300000000000016,0.0488,0.0278,0.021000000000000005,0.0122,0.0421,-0.029899999999999996,56.25,65.625,31.25,56.25,31.25,71.875,62.5,34.375,34.375,50.0,32.8125,18.75,93.75
2025,DAL,13,tied,3,fringe,tied | fringe,68,good,good_team_sample_vs_strong_baseline,80.0,0.9,32.03125,76.953125,69.79166666666667,64.84375,54.60546875,49.144921875,close_to_baseline_run_pass_split,slower_than_baseline,less_shotgun_than_baseline,more_efficient_than_baseline,0.5588,0.5358,0.02299999999999991,0.4412,0.4642,-0.02300000000000002,0.5588,0.5358,0.02299999999999991,0.6029,0.6639,-0.061000000000000054,0.0588,0.0918,-0.03300000000000001,0.2945,0.0348,0.2597,0.5,0.4677,0.032299999999999995,0.1912,0.1494,0.041800000000000004,0.0147,0.0214,-0.006699999999999999,0.0147,0.0336,-0.0189,34.375,37.5,21.875,34.375,96.875,68.75,90.625,51.5625,90.625,100.0,18.75,57.8125,71.875
2025,DAL,13,tied,4,red_zone,tied | red_zone,46,thin,thin_team_sample_vs_good_baseline,55.0,0.75,38.28125,46.09375,71.875,53.125,47.59375,35.6953125,close_to_baseline_run_pass_split,slower_than_baseline,less_shotgun_than_baseline,close_to_baseline_efficiency,0.5217,0.4754,0.04630000000000006,0.4783,0.5246,-0.04629999999999995,0.5217,0.4754,0.04630000000000006,0.5652,0.6345,-0.06929999999999992,0.0217,0.0709,-0.04920000000000001,-0.0462,-0.0224,-0.023799999999999998,0.413,0.434,-0.02100000000000002,0.0652,0.0485,0.016699999999999993,0.0,0.0248,-0.0248,0.0435,0.0329,0.010599999999999998,35.9375,34.375,46.875,35.9375,62.5,40.625,37.5,43.75,75.0,53.125,87.5,71.875,34.375
2025,DAL,14,leading,1,backed_up,leading | backed_up,31,thin,thin_team_sample_vs_strong_baseline,55.0,0.75,31.25,91.015625,79.16666666666667,59.375,57.37890625,43.0341796875,close_to_baseline_run_pass_split,faster_than_baseline,less_shotgun_than_baseline,more_efficient_than_baseline,0.5161,0.4979,0.018199999999999994,0.4839,0.5021,-0.018199999999999994,0.5161,0.4979,0.018199999999999994,0.4839,0.6335,-0.14959999999999996,0.0645,0.0379,0.0266,0.3976,0.0017,0.39590000000000003,0.5484,0.3933,0.15510000000000002,0.1935,0.1415,0.05200000000000002,0.0,0.0227,-0.0227,0.0323,0.0249,0.007400000000000004,15.625,68.75,25.0,15.625,93.75,92.1875,81.25,96.875,81.25,87.5,68.75,73.4375,45.3125
2025,DAL,14,leading,2,own_territory,leading | own_territory,110,strong,strong_team_sample_vs_strong_baseline,100.0,1.0,51.953125,49.609375,32.291666666666664,70.3125,52.65625,52.65625,close_to_baseline_run_pass_split,slower_than_baseline,less_shotgun_than_baseline,more_efficient_than_baseline,0.5,0.5395,-0.03949999999999998,0.5,0.4605,0.03949999999999998,0.5,0.5395,-0.03949999999999998,0.5727,0.649,-0.07630000000000003,0.0273,0.0671,-0.0398,0.0688,0.0076,0.0612,0.3909,0.4257,-0.0348,0.1364,0.1567,-0.020300000000000012,0.0,0.0243,-0.0243,0.0364,0.037,-0.0005999999999999964,46.875,50.0,64.0625,46.875,71.875,23.4375,25.0,78.125,28.125,50.0,18.75,93.75,46.875
2025,DAL,14,leading,3,fringe,leading | fringe,78,good,good_team_sample_vs_strong_baseline,80.0,0.9,17.96875,86.71875,61.458333333333336,75.0,50.484375,45.4359375,close_to_baseline_run_pass_split,slower_than_baseline,close_to_baseline_shotgun_usage,more_efficient_than_baseline,0.4872,0.4867,0.0005000000000000004,0.5128,0.5133,-0.0004999999999999449,0.4872,0.4867,0.0005000000000000004,0.5897,0.6386,-0.048899999999999944,0.0385,0.0819,-0.0434,0.252,0.0192,0.2328,0.5128,0.4416,0.07120000000000004,0.1538,0.1452,0.008599999999999997,0.0128,0.0218,-0.009,0.0128,0.0291,-0.016300000000000002,3.125,28.125,37.5,3.125,100.0,84.375,93.75,68.75,59.375,65.625,59.375,65.625,84.375
2025,DAL,14,leading,4,red_zone,leading | red_zone,46,thin,thin_team_sample_vs_strong_baseline,55.0,0.75,58.59375,38.28125,45.833333333333336,21.875,47.75,35.8125,more_dropback_heavy_than_baseline,faster_than_baseline,less_shotgun_than_baseline,less_efficient_than_baseline,0.5652,0.4437,0.12150000000000005,0.4348,0.5563,-0.1215,0.5652,0.4437,0.12150000000000005,0.4783,0.5942,-0.11589999999999995,0.087,0.0638,0.0232,-0.0589,0.043,-0.10189999999999999,0.3913,0.42,-0.028700000000000003,0.0435,0.053,-0.009500000000000001,0.0217,0.0207,0.0010000000000000009,0.0435,0.0268,0.016699999999999996,84.375,50.0,15.625,84.375,25.0,46.875,50.0,31.25,34.375,71.875,31.25,18.75,25.0
2025,DAL,15,trailing,1,backed_up,trailing | backed_up,36,thin,thin_team_sample_vs_strong_baseline,55.0,0.75,25.78125,54.6875,44.791666666666664,37.5,38.4921875,28.869140625,close_to_baseline_run_pass_split,slower_than_baseline,less_shotgun_than_baseline,more_efficient_than_baseline,0.6389,0.6407,-0.0018000000000000238,0.3611,0.3593,0.0017999999999999683,0.6389,0.6407,-0.0018000000000000238,0.6111,0.7588,-0.14770000000000005,0.0556,0.078,-0.022400000000000003,0.014,-0.0319,0.045899999999999996,0.4444,0.4105,0.03390000000000004,0.1111,0.145,-0.033899999999999986,0.0278,0.0288,-0.0010000000000000009,0.0556,0.0408,0.014799999999999994,3.125,78.125,18.75,3.125,56.25,53.125,65.625,43.75,31.25,31.25,71.875,56.25,18.75
2025,DAL,15,trailing,2,own_territory,trailing | own_territory,300,strong,strong_team_sample_vs_strong_baseline,100.0,1.0,38.28125,64.453125,45.833333333333336,71.875,52.40234375,52.40234375,close_to_baseline_run_pass_split,slower_than_baseline,less_shotgun_than_baseline,more_efficient_than_baseline,0.6767,0.6463,0.030399999999999983,0.3233,0.3537,-0.030400000000000038,0.6767,0.6463,0.030399999999999983,0.68,0.7481,-0.06809999999999994,0.1033,0.1292,-0.025900000000000006,0.1489,-0.0255,0.1744,0.4767,0.4356,0.041100000000000025,0.1567,0.1491,0.007599999999999996,0.0267,0.0316,-0.004900000000000002,0.0233,0.0514,-0.0281,37.5,50.0,28.125,37.5,81.25,71.875,87.5,17.1875,53.125,65.625,18.75,50.0,93.75
2025,DAL,15,trailing,3,fringe,trailing | fringe,186,strong,strong_team_sample_vs_strong_baseline,100.0,1.0,30.46875,78.90625,55.208333333333336,48.4375,51.5625,51.5625,close_to_baseline_run_pass_split,faster_than_baseline,less_shotgun_than_baseline,more_efficient_than_baseline,0.6344,0.6415,-0.007099999999999995,0.3656,0.3585,0.007099999999999995,0.6344,0.6415,-0.007099999999999995,0.6989,0.7706,-0.07169999999999999,0.2151,0.1807,0.034400000000000014,0.1235,-0.011,0.1345,0.4946,0.4512,0.043399999999999994,0.1559,0.141,0.014900000000000024,0.0376,0.0327,0.004900000000000002,0.0323,0.047,-0.014699999999999998,15.625,59.375,31.25,15.625,75.0,75.0,87.5,78.125,59.375,46.875,59.375,31.25,65.625
2025,DAL,15,trailing,4,red_zone,trailing | red_zone,104,strong,strong_team_sample_vs_strong_baseline,100.0,1.0,28.90625,41.015625,66.14583333333333,38.28125,42.01171875,42.01171875,close_to_baseline_run_pass_split,slower_than_baseline,less_shotgun_than_baseline,less_efficient_than_baseline,0.5769,0.5564,0.020499999999999963,0.4231,0.4436,-0.020500000000000018,0.5769,0.5564,0.020499999999999963,0.6538,0.715,-0.06119999999999992,0.0769,0.1262,-0.04930000000000001,-0.1053,-0.026,-0.07930000000000001,0.4038,0.4194,-0.015600000000000003,0.0577,0.051,0.0067000000000000046,0.0673,0.0298,0.0375,0.0192,0.0371,-0.017900000000000003,15.625,37.5,46.875,15.625,40.625,43.75,37.5,42.1875,65.625,75.0,57.8125,12.5,64.0625
2025,DAL,16,leading_one_score,1,backed_up,leading_one_score | backed_up,19,very_thin,very_thin_team_sample_vs_good_baseline,30.0,0.5,27.734375,72.265625,84.375,73.4375,52.046875,26.0234375,close_to_baseline_run_pass_split,close_to_baseline_tempo,less_shotgun_than_baseline,more_efficient_than_baseline,0.5263,0.5294,-0.0030999999999999917,0.4737,0.4706,0.0030999999999999917,0.5263,0.5294,-0.0030999999999999917,0.4211,0.6579,-0.23680000000000007,0.0526,0.0444,0.008199999999999999,0.2614,-0.0023,0.26370000000000005,0.5789,0.4031,0.17579999999999996,0.2632,0.1392,0.124,0.0,0.0241,-0.0241,0.0,0.03,-0.03,3.125,90.625,14.0625,3.125,75.0,93.75,71.875,48.4375,87.5,87.5,78.125,68.75,78.125
2025,DAL,16,leading_one_score,2,own_territory,leading_one_score | own_territory,52,good,good_team_sample_vs_strong_baseline,80.0,0.9,47.65625,90.625,57.291666666666664,53.90625,62.0859375,55.87734375,close_to_baseline_run_pass_split,slower_than_baseline,less_shotgun_than_baseline,more_efficient_than_baseline,0.5962,0.5668,0.02939999999999998,0.4038,0.4332,-0.02939999999999998,0.5962,0.5668,0.02939999999999998,0.5769,0.6671,-0.09020000000000006,0.0385,0.0723,-0.033800000000000004,0.328,0.0088,0.31920000000000004,0.4808,0.4236,0.05720000000000003,0.1731,0.1549,0.018199999999999994,0.0,0.0257,-0.0257,0.0769,0.0401,0.0368,46.875,43.75,53.125,46.875,100.0,84.375,81.25,96.875,62.5,78.125,31.25,89.0625,18.75
2025,DAL,16,leading_one_score,3,fringe,leading_one_score | fringe,46,thin,thin_team_sample_vs_strong_baseline,55.0,0.75,57.03125,38.671875,43.75,77.34375,52.37890625,39.2841796875,more_run_heavy_than_baseline,slower_than_baseline,less_shotgun_than_baseline,more_efficient_than_baseline,0.4348,0.5217,-0.08690000000000003,0.5652,0.4783,0.08690000000000003,0.4348,0.5217,-0.08690000000000003,0.587,0.6725,-0.08550000000000002,0.0217,0.0919,-0.0702,0.0703,0.0268,0.0435,0.3913,0.4465,-0.05520000000000003,0.1304,0.1449,-0.014500000000000013,0.0,0.0239,-0.0239,0.0217,0.0293,-0.007599999999999999,62.5,40.625,62.5,62.5,56.25,28.125,59.375,10.9375,40.625,50.0,40.625,85.9375,68.75
2025,DAL,16,leading_one_score,4,red_zone,leading_one_score | red_zone,23,thin,thin_team_sample_vs_strong_baseline,55.0,0.75,42.96875,34.765625,45.833333333333336,43.75,42.02734375,31.5205078125,more_dropback_heavy_than_baseline,close_to_baseline_tempo,less_shotgun_than_baseline,less_efficient_than_baseline,0.5217,0.4642,0.05750000000000005,0.4783,0.5358,-0.05750000000000005,0.5217,0.4642,0.05750000000000005,0.4783,0.63,-0.1517,0.087,0.0671,0.019899999999999987,-0.0875,0.0106,-0.09809999999999999,0.3913,0.4167,-0.025400000000000034,0.0435,0.0497,-0.006200000000000004,0.0435,0.0219,0.021599999999999998,0.0,0.0298,-0.0298,48.4375,59.375,15.625,48.4375,28.125,53.125,28.125,29.6875,46.875,31.25,59.375,7.8125,79.6875
2025,DAL,17,leading_two_plus_scores,1,backed_up,leading_two_plus_scores | backed_up,12,very_thin,very_thin_team_sample_vs_good_baseline,30.0,0.5,30.17241379310345,84.91379310344828,44.82758620689655,37.93103448275862,46.82327586206897,23.411637931034484,more_dropback_heavy_than_baseline,faster_than_baseline,close_to_baseline_shotgun_usage,more_efficient_than_baseline,0.5,0.4496,0.0504,0.5,0.5504,-0.0504,0.5,0.4496,0.0504,0.5833,0.5962,-0.012899999999999912,0.0833,0.0278,0.0555,0.6132,0.0079,0.6053,0.5,0.3784,0.12159999999999999,0.0833,0.145,-0.06169999999999999,0.0,0.0205,-0.0205,0.0833,0.0172,0.06609999999999999,17.24137931034483,6.896551724137931,79.3103448275862,17.24137931034483,96.55172413793103,79.3103448275862,63.793103448275865,100.0,37.93103448275862,62.06896551724138,34.48275862068966,62.06896551724138,13.793103448275861
2025,DAL,17,leading_two_plus_scores,2,own_territory,leading_two_plus_scores | own_territory,58,good,good_team_sample_vs_strong_baseline,80.0,0.9,49.19354838709677,21.774193548387096,20.43010752688172,83.87096774193549,43.03225806451613,38.729032258064514,more_run_heavy_than_baseline,slower_than_baseline,close_to_baseline_shotgun_usage,less_efficient_than_baseline,0.4138,0.4914,-0.0776,0.5862,0.5086,0.0776,0.4138,0.4914,-0.0776,0.569,0.617,-0.04800000000000004,0.0172,0.0579,-0.0407,-0.1636,0.0057,-0.1693,0.3103,0.4293,-0.119,0.1034,0.16,-0.0566,0.0,0.022,-0.022,0.0,0.0315,-0.0315,64.51612903225806,29.03225806451613,38.70967741935484,64.51612903225806,29.03225806451613,14.516129032258066,6.451612903225806,37.096774193548384,12.903225806451612,22.58064516129032,25.806451612903224,79.03225806451613,88.70967741935483
2025,DAL,17,leading_two_plus_scores,3,fringe,leading_two_plus_scores | fringe,32,thin,thin_team_sample_vs_strong_baseline,55.0,0.75,49.19354838709677,98.38709677419355,75.80645161290323,57.25806451612903,66.58064516129033,49.93548387096775,more_dropback_heavy_than_baseline,close_to_baseline_tempo,close_to_baseline_shotgun_usage,more_efficient_than_baseline,0.5625,0.4364,0.1261,0.4375,0.5636,-0.1261,0.5625,0.4364,0.1261,0.5938,0.59,0.0038000000000000256,0.0625,0.0677,-0.005199999999999996,0.5131,0.0083,0.5048,0.6875,0.4345,0.253,0.1875,0.1457,0.041800000000000004,0.0313,0.0189,0.012400000000000001,0.0,0.0289,-0.0289,90.32258064516128,6.451612903225806,9.67741935483871,90.32258064516128,100.0,100.0,100.0,93.54838709677419,80.64516129032258,69.35483870967742,77.41935483870968,29.03225806451613,85.48387096774194
2025,DAL,17,leading_two_plus_scores,4,red_zone,leading_two_plus_scores | red_zone,23,thin,thin_team_sample_vs_good_baseline,55.0,0.75,56.45161290322581,49.99999999999999,58.064516129032256,37.096774193548384,53.072580645161295,39.804435483870975,more_dropback_heavy_than_baseline,faster_than_baseline,less_shotgun_than_baseline,less_efficient_than_baseline,0.6087,0.4133,0.19540000000000002,0.3913,0.5867,-0.19540000000000002,0.6087,0.4133,0.19540000000000002,0.4783,0.5409,-0.06260000000000004,0.087,0.059,0.027999999999999997,-0.0302,0.0913,-0.12150000000000001,0.3913,0.425,-0.03370000000000001,0.0435,0.058,-0.014500000000000006,0.0,0.019,-0.019,0.087,0.0224,0.06459999999999999,87.09677419354838,25.806451612903224,25.806451612903224,87.09677419354838,38.70967741935484,48.38709677419355,67.74193548387096,45.16129032258064,62.903225806451616,83.87096774193549,27.419354838709676,64.51612903225806,9.67741935483871
2025,DAL,18,trailing_one_score,1,backed_up,trailing_one_score | backed_up,19,very_thin,very_thin_team_sample_vs_good_baseline,30.0,0.5,38.671875,53.515625,34.375,73.4375,44.78125,22.390625,close_to_baseline_run_pass_split,slower_than_baseline,less_shotgun_than_baseline,close_to_baseline_efficiency,0.5789,0.6068,-0.027900000000000036,0.4211,0.3932,0.02789999999999998,0.5789,0.6068,-0.027900000000000036,0.6316,0.7304,-0.0988,0.0,0.0632,-0.0632,0.0113,0.0078,0.0034999999999999996,0.3684,0.4239,-0.055499999999999994,0.1053,0.1521,-0.04680000000000001,0.0,0.0264,-0.0264,0.0,0.034,-0.034,15.625,59.375,64.0625,15.625,56.25,31.25,81.25,45.3125,31.25,28.125,43.75,75.0,71.875
2025,DAL,18,trailing_one_score,2,own_territory,trailing_one_score | own_territory,166,strong,strong_team_sample_vs_strong_baseline,100.0,1.0,48.4375,60.15625,32.291666666666664,87.5,55.4296875,55.4296875,more_dropback_heavy_than_baseline,slower_than_baseline,less_shotgun_than_baseline,more_efficient_than_baseline,0.6747,0.6201,0.05459999999999998,0.3253,0.3799,-0.05460000000000004,0.6747,0.6201,0.05459999999999998,0.6446,0.7143,-0.0697000000000001,0.0663,0.0971,-0.030800000000000008,0.1557,-0.0061,0.1618,0.4639,0.4385,0.025399999999999978,0.1325,0.1518,-0.019299999999999984,0.012,0.0298,-0.0178,0.0181,0.0467,-0.028599999999999997,62.5,43.75,25.0,62.5,81.25,65.625,71.875,21.875,34.375,53.125,9.375,90.625,84.375
2025,DAL,18,trailing_one_score,3,fringe,trailing_one_score | fringe,92,good,good_team_sample_vs_strong_baseline,80.0,0.9,51.5625,77.34375,76.04166666666667,70.3125,64.9765625,58.47890625,close_to_baseline_run_pass_split,faster_than_baseline,close_to_baseline_shotgun_usage,more_efficient_than_baseline,0.6413,0.6041,0.03720000000000001,0.3587,0.3959,-0.037199999999999955,0.6413,0.6041,0.03720000000000001,0.7065,0.7376,-0.031100000000000017,0.1957,0.1335,0.062200000000000005,0.2443,0.0192,0.2251,0.5109,0.4531,0.05780000000000002,0.1848,0.143,0.041800000000000004,0.0109,0.0291,-0.0182,0.0326,0.0393,-0.0067000000000000046,56.25,37.5,56.25,56.25,78.125,68.75,71.875,90.625,81.25,59.375,87.5,81.25,59.375
2025,DAL,18,trailing_one_score,4,red_zone,trailing_one_score | red_zone,50,good,good_team_sample_vs_strong_baseline,80.0,0.9,28.125,57.8125,82.29166666666667,50.0,48.453125,43.6078125,close_to_baseline_run_pass_split,slower_than_baseline,close_to_baseline_shotgun_usage,more_efficient_than_baseline,0.52,0.5039,0.016100000000000003,0.48,0.4961,-0.016100000000000003,0.52,0.5039,0.016100000000000003,0.64,0.6712,-0.031200000000000006,0.04,0.087,-0.04699999999999999,0.0563,-0.0232,0.0795,0.4,0.4196,-0.01959999999999995,0.1,0.0498,0.05020000000000001,0.04,0.0276,0.012400000000000001,0.02,0.0347,-0.014700000000000001,21.875,21.875,46.875,21.875,68.75,45.3125,42.1875,75.0,87.5,84.375,75.0,31.25,68.75
2025,DAL,19,trailing_two_plus_scores,1,backed_up,trailing_two_plus_scores | backed_up,17,very_thin,very_thin_team_sample_vs_good_baseline,30.0,0.5,32.25806451612903,64.11290322580645,58.064516129032256,20.967741935483872,42.8508064516129,21.42540322580645,close_to_baseline_run_pass_split,close_to_baseline_tempo,less_shotgun_than_baseline,more_efficient_than_baseline,0.7059,0.6893,0.016599999999999948,0.2941,0.3107,-0.016600000000000004,0.7059,0.6893,0.016599999999999948,0.5882,0.7997,-0.21150000000000002,0.1176,0.0994,0.018199999999999994,0.0171,-0.0888,0.10590000000000001,0.5294,0.3912,0.1382,0.1176,0.1349,-0.017299999999999996,0.0588,0.0323,0.026499999999999996,0.1176,0.0505,0.06709999999999999,12.903225806451612,93.54838709677419,9.67741935483871,12.903225806451612,61.29032258064516,83.87096774193549,61.29032258064516,50.0,58.06451612903226,38.70967741935484,77.41935483870968,25.806451612903224,16.129032258064516
2025,DAL,19,trailing_two_plus_scores,2,own_territory,trailing_two_plus_scores | own_territory,134,strong,strong_team_sample_vs_strong_baseline,100.0,1.0,21.875,67.1875,66.66666666666667,56.25,47.265625,47.265625,close_to_baseline_run_pass_split,slower_than_baseline,less_shotgun_than_baseline,more_efficient_than_baseline,0.6791,0.6808,-0.0016999999999999238,0.3209,0.3192,0.0017000000000000348,0.6791,0.6808,-0.0016999999999999238,0.7239,0.7928,-0.06889999999999996,0.1493,0.1714,-0.02210000000000001,0.1404,-0.0512,0.1916,0.4925,0.4319,0.06059999999999999,0.1866,0.1456,0.04099999999999998,0.0448,0.0341,0.010700000000000001,0.0299,0.0575,-0.027600000000000003,9.375,50.0,18.75,9.375,71.875,71.875,90.625,34.375,75.0,78.125,46.875,28.125,84.375
2025,DAL,19,trailing_two_plus_scores,3,fringe,trailing_two_plus_scores | fringe,94,good,good_team_sample_vs_strong_baseline,80.0,0.9,53.90625,62.5,47.916666666666664,40.625,55.1328125,49.61953125,more_run_heavy_than_baseline,close_to_baseline_tempo,less_shotgun_than_baseline,more_efficient_than_baseline,0.6277,0.6938,-0.06609999999999994,0.3723,0.3062,0.06609999999999999,0.6277,0.6938,-0.06609999999999994,0.6915,0.8169,-0.12539999999999996,0.234,0.2469,-0.012899999999999995,0.0053,-0.0533,0.0586,0.4787,0.4485,0.030200000000000005,0.1277,0.1384,-0.010699999999999987,0.0638,0.0378,0.025999999999999995,0.0319,0.0579,-0.026000000000000002,71.875,68.75,3.125,71.875,59.375,68.75,71.875,50.0,46.875,43.75,53.125,15.625,65.625
2025,DAL,19,trailing_two_plus_scores,4,red_zone,trailing_two_plus_scores | red_zone,54,good,good_team_sample_vs_strong_baseline,80.0,0.9,26.5625,42.1875,37.5,37.5,35.875,32.2875,close_to_baseline_run_pass_split,slower_than_baseline,less_shotgun_than_baseline,less_efficient_than_baseline,0.6296,0.6262,0.0034000000000000696,0.3704,0.3738,-0.003400000000000014,0.6296,0.6262,0.0034000000000000696,0.6667,0.7733,-0.10660000000000003,0.1111,0.1783,-0.06719999999999998,-0.255,-0.0297,-0.2253,0.4074,0.419,-0.0116,0.0185,0.0526,-0.034100000000000005,0.0926,0.0328,0.0598,0.0185,0.0403,-0.021800000000000003,3.125,56.25,43.75,3.125,25.0,56.25,53.125,34.375,31.25,50.0,31.25,9.375,65.625
2025,DAL,20,tied_early_down,1,backed_up,tied_early_down | backed_up,13,very_thin,very_thin_team_sample_vs_good_baseline,30.0,0.5,53.125,65.625,64.58333333333333,11.71875,52.671875,26.3359375,more_run_heavy_than_baseline,slower_than_baseline,less_shotgun_than_baseline,close_to_baseline_efficiency,0.3846,0.4855,-0.10089999999999999,0.6154,0.5145,0.10089999999999999,0.3846,0.4855,-0.10089999999999999,0.4615,0.588,-0.12649999999999995,0.0,0.0355,-0.0355,-0.0433,-0.0542,0.0109,0.7692,0.3926,0.3766,0.1538,0.1268,0.026999999999999996,0.0769,0.0234,0.05349999999999999,0.0769,0.0202,0.0567,62.5,45.3125,42.1875,62.5,46.875,90.625,78.125,46.875,60.9375,59.375,73.4375,12.5,10.9375
