profile_season,team,situation_order,situation_name,team_play_count,team_sample_quality,sample_vs_baseline_context,sample_reliability_score,sample_multiplier,tendency_signal_score,efficiency_signal_score,explosiveness_signal_score,stability_signal_score,coach_dna_score_raw,coach_dna_score_adjusted,tendency_profile_label,tempo_profile_label,formation_profile_label,efficiency_profile_label,dropback_rate_team,dropback_rate_baseline,dropback_rate_delta,rush_rate_team,rush_rate_baseline,rush_rate_delta,pass_attempt_rate_team,pass_attempt_rate_baseline,pass_attempt_rate_delta,shotgun_rate_team,shotgun_rate_baseline,shotgun_rate_delta,no_huddle_rate_team,no_huddle_rate_baseline,no_huddle_rate_delta,avg_epa_team,avg_epa_baseline,avg_epa_delta,success_rate_team,success_rate_baseline,success_rate_delta,explosive_play_rate_team,explosive_play_rate_baseline,explosive_play_rate_delta,turnover_rate_team,turnover_rate_baseline,turnover_rate_delta,sack_rate_team,sack_rate_baseline,sack_rate_delta,dropback_rate_signal_score,shotgun_rate_signal_score,no_huddle_rate_signal_score,pass_attempt_rate_signal_score,avg_epa_score,success_rate_score,first_down_rate_score,touchdown_rate_score,explosive_play_rate_score,explosive_dropback_rate_score,explosive_run_rate_score,turnover_rate_score,sack_rate_score
2025,BUF,18,trailing_two_plus_scores,234,strong,stable_team_sample,100.0,1.0,81.25,86.71875,77.08333333333333,71.09375,81.9140625,81.9140625,more_run_heavy_than_baseline,slower_than_baseline,less_shotgun_than_baseline,more_efficient_than_baseline,0.5812,0.677,-0.0958,0.4188,0.323,0.0958,0.5812,0.677,-0.0958,0.6068,0.7976,-0.19079999999999997,0.1154,0.1909,-0.07549999999999998,0.1669,-0.0509,0.2178,0.5,0.4324,0.0676,0.1538,0.1286,0.0252,0.0256,0.0349,-0.0093,0.0385,0.0546,-0.016100000000000003,84.375,96.875,59.375,84.375,90.625,84.375,78.125,93.75,76.5625,62.5,92.1875,73.4375,68.75
2025,BUF,19,tied_early_down,141,strong,stable_team_sample,100.0,1.0,73.4375,82.03125,95.83333333333333,43.75,77.3046875,77.3046875,more_run_heavy_than_baseline,slower_than_baseline,less_shotgun_than_baseline,close_to_baseline_efficiency,0.4184,0.4983,-0.07990000000000003,0.5816,0.5017,0.07989999999999997,0.4184,0.4983,-0.07990000000000003,0.4255,0.6059,-0.1804,0.0355,0.0718,-0.036300000000000006,0.0248,0.0018,0.023,0.4894,0.4418,0.047599999999999976,0.1915,0.1285,0.063,0.0567,0.0219,0.0348,0.0142,0.0267,-0.0125,81.25,78.125,53.125,81.25,59.375,81.25,90.625,96.875,100.0,90.625,96.875,6.25,81.25
2025,BUF,20,leading_early_down,293,strong,stable_team_sample,100.0,1.0,73.4375,83.59375,79.16666666666667,71.875,78.0078125,78.0078125,more_run_heavy_than_baseline,slower_than_baseline,less_shotgun_than_baseline,more_efficient_than_baseline,0.3754,0.4468,-0.07139999999999996,0.6246,0.5532,0.07140000000000002,0.3754,0.4468,-0.07139999999999996,0.3072,0.5755,-0.26830000000000004,0.0375,0.0709,-0.033400000000000006,0.1755,0.0115,0.16399999999999998,0.4846,0.4235,0.06109999999999999,0.1604,0.1332,0.027199999999999974,0.0034,0.0206,-0.0172,0.0205,0.0228,-0.0023,81.25,90.625,40.625,81.25,96.875,93.75,87.5,56.25,81.25,71.875,84.375,90.625,53.125
2025,BUF,21,trailing_early_down,385,strong,stable_team_sample,100.0,1.0,75.78125,75.0,55.208333333333336,51.5625,71.2890625,71.2890625,more_run_heavy_than_baseline,slower_than_baseline,less_shotgun_than_baseline,more_efficient_than_baseline,0.5325,0.5899,-0.05740000000000001,0.4675,0.4101,0.05740000000000001,0.5325,0.5899,-0.05740000000000001,0.5247,0.7068,-0.18209999999999993,0.0935,0.15,-0.056499999999999995,0.1117,-0.0058,0.1175,0.4857,0.438,0.04770000000000002,0.1377,0.1307,0.0069999999999999785,0.0234,0.0281,-0.004699999999999999,0.0338,0.0355,-0.0017000000000000001,81.25,87.5,53.125,81.25,87.5,78.125,65.625,68.75,56.25,59.375,50.0,53.125,50.0
2025,CAR,1,all_offense,991,strong,stable_team_sample,100.0,1.0,35.9375,30.46875,34.895833333333336,42.96875,38.3203125,38.3203125,close_to_baseline_run_pass_split,slower_than_baseline,close_to_baseline_shotgun_usage,less_efficient_than_baseline,0.553,0.5737,-0.02069999999999994,0.447,0.4263,0.020699999999999996,0.553,0.5737,-0.02069999999999994,0.672,0.6967,-0.024699999999999944,0.0626,0.1039,-0.0413,-0.0367,-0.0054,-0.0313,0.4319,0.4345,-0.002599999999999991,0.1221,0.1328,-0.010700000000000001,0.0283,0.0274,0.000899999999999998,0.0353,0.0401,-0.004799999999999999,40.625,15.625,46.875,40.625,21.875,43.75,34.375,21.875,28.125,31.25,45.3125,25.0,60.9375
2025,CAR,2,early_down,749,strong,stable_team_sample,100.0,1.0,39.84375,30.46875,27.083333333333332,42.1875,38.828125,38.828125,close_to_baseline_run_pass_split,slower_than_baseline,close_to_baseline_shotgun_usage,less_efficient_than_baseline,0.502,0.5246,-0.022599999999999953,0.498,0.4754,0.02260000000000001,0.502,0.5246,-0.022599999999999953,0.6075,0.6436,-0.03609999999999991,0.0748,0.1086,-0.0338,-0.0413,0.0014,-0.0427,0.4352,0.4339,0.0012999999999999678,0.1148,0.1311,-0.016299999999999995,0.0267,0.0244,0.0023,0.0254,0.0296,-0.004200000000000002,50.0,18.75,40.625,50.0,28.125,37.5,31.25,25.0,21.875,28.125,31.25,21.875,62.5
2025,CAR,3,third_down,203,strong,stable_team_sample,100.0,1.0,45.3125,21.875,36.458333333333336,42.1875,40.546875,40.546875,close_to_baseline_run_pass_split,slower_than_baseline,close_to_baseline_shotgun_usage,less_efficient_than_baseline,0.7241,0.7494,-0.02529999999999999,0.2759,0.2506,0.02529999999999999,0.7241,0.7494,-0.02529999999999999,0.9113,0.8953,0.016000000000000014,0.0246,0.0875,-0.0629,-0.2716,-0.0507,-0.2209,0.3695,0.4242,-0.054700000000000026,0.1182,0.1404,-0.022199999999999998,0.0394,0.0359,0.003499999999999996,0.064,0.0778,-0.013799999999999993,40.625,34.375,65.625,40.625,18.75,18.75,25.0,25.0,25.0,9.375,75.0,25.0,59.375
2025,CAR,4,fourth_down,39,thin,small_team_sample,55.0,0.75,25.0,86.71875,96.35416666666667,60.15625,56.1484375,42.111328125,close_to_baseline_run_pass_split,slower_than_baseline,close_to_baseline_shotgun_usage,more_efficient_than_baseline,0.641,0.6225,0.01849999999999996,0.359,0.3775,-0.018500000000000016,0.641,0.6225,0.01849999999999996,0.6667,0.675,-0.008300000000000085,0.0256,0.0943,-0.0687,1.2734,0.1649,1.1085,0.6923,0.5443,0.14800000000000002,0.2821,0.1209,0.1612,0.0,0.0492,-0.0492,0.0769,0.0504,0.026499999999999996,12.5,4.6875,70.3125,12.5,96.875,87.5,90.625,71.875,100.0,100.0,89.0625,92.1875,28.125
2025,CAR,5,short_yardage,90,good,usable_team_sample,80.0,0.9,38.28125,38.28125,60.416666666666664,29.6875,42.828125,38.5453125,more_dropback_heavy_than_baseline,slower_than_baseline,close_to_baseline_shotgun_usage,less_efficient_than_baseline,0.4,0.3476,0.0524,0.6,0.6524,-0.0524,0.4,0.3476,0.0524,0.5111,0.5322,-0.021100000000000008,0.1111,0.1642,-0.05310000000000001,0.0095,0.0647,-0.05519999999999999,0.5444,0.5961,-0.05169999999999997,0.1,0.0906,0.009400000000000006,0.0222,0.0214,0.0008000000000000021,0.0556,0.0229,0.03269999999999999,50.0,12.5,40.625,50.0,40.625,18.75,46.875,46.875,71.875,87.5,21.875,54.6875,4.6875
2025,CAR,6,red_zone,144,strong,stable_team_sample,100.0,1.0,40.625,40.625,15.625,29.6875,38.75,38.75,close_to_baseline_run_pass_split,slower_than_baseline,close_to_baseline_shotgun_usage,less_efficient_than_baseline,0.5417,0.5029,0.038799999999999946,0.4583,0.4971,-0.0388,0.5417,0.5029,0.038799999999999946,0.6111,0.6589,-0.047800000000000065,0.0417,0.0945,-0.0528,-0.0732,-0.0022,-0.07100000000000001,0.4236,0.4224,0.0011999999999999789,0.0208,0.0512,-0.030400000000000003,0.0347,0.0258,0.008900000000000002,0.0347,0.0328,0.001899999999999999,37.5,31.25,56.25,37.5,34.375,53.125,50.0,25.0,9.375,12.5,25.0,15.625,43.75
2025,CAR,7,goal_to_go,46,thin,small_team_sample,55.0,0.75,53.90625,78.125,39.0625,37.5,56.1484375,42.111328125,more_dropback_heavy_than_baseline,slower_than_baseline,less_shotgun_than_baseline,more_efficient_than_baseline,0.5652,0.4757,0.08950000000000002,0.4348,0.5243,-0.08949999999999997,0.5652,0.4757,0.08950000000000002,0.5435,0.611,-0.0675,0.0435,0.0861,-0.0426,0.177,0.0097,0.1673,0.4783,0.438,0.0403,0.0,0.0074,-0.0074,0.0217,0.0243,-0.002599999999999998,0.0435,0.0306,0.012899999999999998,62.5,40.625,50.0,62.5,75.0,71.875,81.25,84.375,32.8125,43.75,40.625,43.75,31.25
2025,CAR,8,two_minute_half,123,strong,stable_team_sample,100.0,1.0,51.953125,40.234375,57.291666666666664,31.25,50.15625,50.15625,more_run_heavy_than_baseline,close_to_baseline_tempo,less_shotgun_than_baseline,close_to_baseline_efficiency,0.6748,0.7349,-0.06010000000000004,0.3252,0.2651,0.06009999999999999,0.6748,0.7349,-0.06010000000000004,0.8211,0.8778,-0.05669999999999997,0.1545,0.1634,-0.008899999999999991,-0.0201,0.0083,-0.0284,0.4146,0.4231,-0.008499999999999952,0.1301,0.1271,0.0030000000000000027,0.0569,0.0356,0.0213,0.0407,0.0516,-0.0109,65.625,53.125,23.4375,65.625,37.5,37.5,53.125,32.8125,56.25,34.375,81.25,3.125,59.375
2025,CAR,9,two_minute_game,46,thin,small_team_sample,55.0,0.75,29.6875,66.015625,35.9375,37.5,41.75390625,31.3154296875,more_run_heavy_than_baseline,slower_than_baseline,less_shotgun_than_baseline,more_efficient_than_baseline,0.6304,0.6818,-0.0514,0.3696,0.3182,0.0514,0.6304,0.6818,-0.0514,0.7391,0.8173,-0.07820000000000005,0.1304,0.1726,-0.042200000000000015,0.0284,-0.06,0.0884,0.3696,0.3942,-0.02460000000000001,0.1087,0.1268,-0.01809999999999999,0.0652,0.0394,0.025799999999999997,0.0435,0.0504,-0.006900000000000003,18.75,34.375,46.875,18.75,65.625,34.375,82.8125,81.25,25.0,12.5,70.3125,17.1875,57.8125
2025,CAR,10,one_score,677,strong,stable_team_sample,100.0,1.0,64.0625,23.4375,42.708333333333336,52.34375,51.328125,51.328125,close_to_baseline_run_pass_split,slower_than_baseline,less_shotgun_than_baseline,less_efficient_than_baseline,0.5199,0.565,-0.04509999999999992,0.4801,0.435,0.04510000000000003,0.5199,0.565,-0.04509999999999992,0.6322,0.6859,-0.05369999999999997,0.0295,0.0863,-0.0568,-0.0505,0.0035,-0.054000000000000006,0.418,0.4369,-0.018900000000000028,0.1256,0.1332,-0.007600000000000023,0.0281,0.0265,0.0016000000000000007,0.031,0.0381,-0.007100000000000002,75.0,34.375,71.875,75.0,21.875,21.875,28.125,21.875,37.5,18.75,71.875,32.8125,71.875
2025,CAR,11,neutral_early_down,423,strong,stable_team_sample,100.0,1.0,61.71875,22.65625,36.979166666666664,65.625,50.546875,50.546875,more_run_heavy_than_baseline,slower_than_baseline,less_shotgun_than_baseline,less_efficient_than_baseline,0.4657,0.5215,-0.05579999999999996,0.5343,0.4785,0.055800000000000016,0.4657,0.5215,-0.05579999999999996,0.5697,0.6282,-0.058499999999999996,0.0331,0.0855,-0.05240000000000001,-0.0429,0.013,-0.0559,0.4303,0.4391,-0.008799999999999975,0.1253,0.1443,-0.019000000000000017,0.0213,0.0226,-0.001299999999999999,0.0189,0.0278,-0.008899999999999998,78.125,25.0,65.625,78.125,25.0,31.25,21.875,12.5,35.9375,25.0,50.0,40.625,90.625
2025,CAR,12,tied,209,strong,stable_team_sample,100.0,1.0,48.4375,49.21875,66.66666666666667,42.1875,53.3203125,53.3203125,close_to_baseline_run_pass_split,slower_than_baseline,less_shotgun_than_baseline,close_to_baseline_efficiency,0.5263,0.5522,-0.025900000000000034,0.4737,0.4478,0.025900000000000034,0.5263,0.5522,-0.025900000000000034,0.6172,0.6675,-0.05030000000000001,0.0191,0.0716,-0.0525,-0.0192,-0.0028,-0.016399999999999998,0.4545,0.4433,0.011199999999999988,0.134,0.1307,0.0032999999999999974,0.0335,0.0252,0.008300000000000002,0.0335,0.0369,-0.0034000000000000002,46.875,34.375,65.625,46.875,37.5,59.375,59.375,40.625,71.875,46.875,81.25,31.25,53.125
2025,CAR,13,leading,169,strong,stable_team_sample,100.0,1.0,84.375,14.0625,11.458333333333334,67.96875,55.0,55.0,more_run_heavy_than_baseline,slower_than_baseline,less_shotgun_than_baseline,less_efficient_than_baseline,0.4024,0.504,-0.10160000000000002,0.5976,0.496,0.10160000000000002,0.4024,0.504,-0.10160000000000002,0.5207,0.6358,-0.11509999999999998,0.0178,0.0687,-0.0509,-0.1268,0.0162,-0.143,0.3787,0.4269,-0.04820000000000002,0.0888,0.1357,-0.04689999999999998,0.0,0.0228,-0.0228,0.0355,0.0318,0.003699999999999995,96.875,68.75,75.0,96.875,12.5,18.75,18.75,6.25,3.125,6.25,25.0,98.4375,37.5
2025,CAR,14,trailing,613,strong,stable_team_sample,100.0,1.0,42.1875,40.625,38.541666666666664,46.875,44.609375,44.609375,close_to_baseline_run_pass_split,slower_than_baseline,close_to_baseline_shotgun_usage,close_to_baseline_efficiency,0.6036,0.6309,-0.02729999999999999,0.3964,0.3691,0.02729999999999999,0.6036,0.6309,-0.02729999999999999,0.7325,0.7508,-0.018299999999999983,0.0897,0.1414,-0.051699999999999996,-0.0178,-0.0215,0.0036999999999999984,0.4388,0.4364,0.0024000000000000132,0.1272,0.1316,-0.004399999999999987,0.0343,0.0315,0.002799999999999997,0.0359,0.0472,-0.011299999999999998,53.125,18.75,43.75,53.125,43.75,46.875,40.625,31.25,37.5,31.25,46.875,31.25,62.5
2025,CAR,15,leading_one_score,121,strong,stable_team_sample,100.0,1.0,83.59375,17.96875,26.041666666666668,89.0625,59.921875,59.921875,more_run_heavy_than_baseline,slower_than_baseline,less_shotgun_than_baseline,less_efficient_than_baseline,0.405,0.5341,-0.1291,0.595,0.4659,0.1291,0.405,0.5341,-0.1291,0.5372,0.6624,-0.12519999999999998,0.0248,0.075,-0.050199999999999995,-0.1148,0.0136,-0.1284,0.3884,0.4278,-0.03939999999999999,0.1074,0.1347,-0.02729999999999999,0.0,0.0244,-0.0244,0.0248,0.0343,-0.009499999999999998,96.875,75.0,65.625,96.875,12.5,28.125,25.0,6.25,12.5,6.25,59.375,98.4375,79.6875
2025,CAR,16,leading_two_plus_scores,48,thin,small_team_sample,55.0,0.75,70.16129032258064,10.483870967741936,4.301075268817204,54.03225806451613,42.99193548387097,32.243951612903224,more_run_heavy_than_baseline,slower_than_baseline,less_shotgun_than_baseline,less_efficient_than_baseline,0.3958,0.4563,-0.0605,0.6042,0.5437,0.0605,0.3958,0.4563,-0.0605,0.4792,0.5937,-0.11449999999999999,0.0,0.0586,-0.0586,-0.1573,0.0204,-0.1777,0.3542,0.4256,-0.07139999999999996,0.0417,0.1375,-0.09580000000000001,0.0,0.0203,-0.0203,0.0625,0.0278,0.0347,67.74193548387096,61.29032258064516,83.87096774193549,67.74193548387096,16.129032258064516,9.67741935483871,6.451612903225806,9.67741935483871,3.225806451612903,3.225806451612903,6.451612903225806,98.38709677419355,9.67741935483871
2025,CAR,17,trailing_one_score,347,strong,stable_team_sample,100.0,1.0,62.5,27.34375,43.229166666666664,46.875,51.1328125,51.1328125,close_to_baseline_run_pass_split,slower_than_baseline,close_to_baseline_shotgun_usage,less_efficient_than_baseline,0.5562,0.5968,-0.04059999999999997,0.4438,0.4032,0.04059999999999997,0.5562,0.5968,-0.04059999999999997,0.6744,0.7163,-0.04190000000000005,0.0375,0.1048,-0.0673,-0.047,0.0002,-0.0472,0.4063,0.4393,-0.03300000000000003,0.1268,0.1338,-0.007000000000000006,0.0346,0.029,0.005599999999999997,0.0317,0.0417,-0.010000000000000002,68.75,40.625,71.875,68.75,34.375,15.625,21.875,37.5,34.375,26.5625,68.75,25.0,68.75
2025,CAR,18,trailing_two_plus_scores,266,strong,stable_team_sample,100.0,1.0,18.75,68.75,47.916666666666664,53.125,43.125,43.125,close_to_baseline_run_pass_split,slower_than_baseline,close_to_baseline_shotgun_usage,more_efficient_than_baseline,0.6654,0.677,-0.011600000000000055,0.3346,0.323,0.0116,0.6654,0.677,-0.011600000000000055,0.8083,0.7976,0.010700000000000043,0.1579,0.1909,-0.032999999999999974,0.0202,-0.0509,0.0711,0.4812,0.4324,0.04880000000000001,0.1278,0.1286,-0.0007999999999999952,0.0338,0.0349,-0.0011000000000000038,0.0414,0.0546,-0.013200000000000003,18.75,12.5,25.0,18.75,56.25,81.25,71.875,65.625,46.875,59.375,37.5,43.75,62.5
2025,CAR,19,tied_early_down,160,strong,stable_team_sample,100.0,1.0,32.8125,52.34375,56.770833333333336,35.9375,44.9609375,44.9609375,close_to_baseline_run_pass_split,slower_than_baseline,less_shotgun_than_baseline,less_efficient_than_baseline,0.5063,0.4983,0.007999999999999952,0.4938,0.5017,-0.007900000000000018,0.5063,0.4983,0.007999999999999952,0.5438,0.6059,-0.062100000000000044,0.025,0.0718,-0.0468,-0.0309,0.0018,-0.0327,0.4563,0.4418,0.014499999999999957,0.125,0.1285,-0.003500000000000003,0.0313,0.0219,0.009400000000000002,0.025,0.0267,-0.0017000000000000001,15.625,31.25,68.75,15.625,34.375,59.375,59.375,56.25,56.25,37.5,76.5625,25.0,46.875
2025,CAR,20,leading_early_down,124,strong,stable_team_sample,100.0,1.0,86.71875,16.40625,6.25,89.84375,58.046875,58.046875,more_run_heavy_than_baseline,slower_than_baseline,less_shotgun_than_baseline,less_efficient_than_baseline,0.3145,0.4468,-0.13229999999999997,0.6855,0.5532,0.13229999999999997,0.3145,0.4468,-0.13229999999999997,0.4194,0.5755,-0.15610000000000002,0.0161,0.0709,-0.0548,-0.1094,0.0115,-0.1209,0.3871,0.4235,-0.03639999999999999,0.0726,0.1332,-0.060600000000000015,0.0,0.0206,-0.0206,0.0161,0.0228,-0.006700000000000001,100.0,71.875,75.0,100.0,15.625,25.0,18.75,6.25,3.125,12.5,3.125,98.4375,81.25
2025,CAR,21,trailing_early_down,465,strong,stable_team_sample,100.0,1.0,47.65625,39.0625,35.416666666666664,43.75,45.8984375,45.8984375,close_to_baseline_run_pass_split,slower_than_baseline,close_to_baseline_shotgun_usage,close_to_baseline_efficiency,0.5505,0.5899,-0.03939999999999999,0.4495,0.4101,0.03939999999999999,0.5505,0.5899,-0.03939999999999999,0.6796,0.7068,-0.027200000000000002,0.1075,0.15,-0.042499999999999996,-0.0267,-0.0058,-0.020900000000000002,0.4409,0.438,0.0029000000000000137,0.1226,0.1307,-0.00810000000000001,0.0323,0.0281,0.004200000000000002,0.028,0.0355,-0.007499999999999996,65.625,21.875,37.5,65.625,31.25,43.75,43.75,37.5,34.375,31.25,40.625,25.0,62.5
2025,CHI,1,all_offense,1090,strong,stable_team_sample,100.0,1.0,66.40625,71.09375,81.25,89.0625,73.75,73.75,close_to_baseline_run_pass_split,slower_than_baseline,less_shotgun_than_baseline,more_efficient_than_baseline,0.5468,0.5737,-0.026900000000000035,0.4532,0.4263,0.02689999999999998,0.5468,0.5737,-0.026900000000000035,0.5211,0.6967,-0.17559999999999998,0.0495,0.1039,-0.054400000000000004,0.0796,-0.0054,0.085,0.4578,0.4345,0.023299999999999987,0.1514,0.1328,0.018600000000000005,0.0183,0.0274,-0.0091,0.022,0.0401,-0.018099999999999998,59.375,84.375,62.5,59.375,78.125,75.0,71.875,59.375,84.375,68.75,90.625,84.375,93.75
2025,CHI,2,early_down,833,strong,stable_team_sample,100.0,1.0,57.03125,65.625,91.66666666666667,89.0625,69.7265625,69.7265625,close_to_baseline_run_pass_split,slower_than_baseline,less_shotgun_than_baseline,more_efficient_than_baseline,0.5054,0.5246,-0.019199999999999995,0.4946,0.4754,0.019199999999999995,0.5054,0.5246,-0.019199999999999995,0.4346,0.6436,-0.20899999999999996,0.0576,0.1086,-0.051000000000000004,0.0874,0.0014,0.08600000000000001,0.4562,0.4339,0.022299999999999986,0.1609,0.1311,0.029799999999999993,0.0156,0.0244,-0.008800000000000002,0.0144,0.0296,-0.015200000000000002,40.625,84.375,62.5,40.625,84.375,68.75,65.625,43.75,100.0,78.125,96.875,81.25,96.875
2025,CHI,3,third_down,228,strong,stable_team_sample,100.0,1.0,85.9375,80.46875,40.625,84.375,78.3203125,78.3203125,more_run_heavy_than_baseline,slower_than_baseline,less_shotgun_than_baseline,more_efficient_than_baseline,0.6754,0.7494,-0.07399999999999995,0.3246,0.2506,0.07400000000000001,0.6754,0.7494,-0.07399999999999995,0.8114,0.8953,-0.08389999999999997,0.0219,0.0875,-0.06559999999999999,0.0826,-0.0507,0.1333,0.4605,0.4242,0.0363,0.1272,0.1404,-0.01319999999999999,0.0219,0.0359,-0.014000000000000002,0.0482,0.0778,-0.029599999999999994,90.625,90.625,71.875,90.625,81.25,81.25,68.75,90.625,37.5,53.125,31.25,87.5,81.25
2025,CHI,4,fourth_down,29,thin,small_team_sample,55.0,0.75,54.296875,39.453125,34.895833333333336,46.875,46.96875,35.2265625,more_dropback_heavy_than_baseline,slower_than_baseline,close_to_baseline_shotgun_usage,less_efficient_than_baseline,0.7241,0.6225,0.10159999999999991,0.2759,0.3775,-0.10160000000000002,0.7241,0.6225,0.10159999999999991,0.7241,0.675,0.04909999999999992,0.0345,0.0943,-0.05979999999999999,-0.1679,0.1649,-0.3328,0.4828,0.5443,-0.0615,0.069,0.1209,-0.05189999999999999,0.069,0.0492,0.019800000000000005,0.0345,0.0504,-0.015899999999999997,65.625,29.6875,56.25,65.625,31.25,29.6875,37.5,59.375,29.6875,12.5,62.5,37.5,56.25
2025,CHI,5,short_yardage,100,strong,stable_team_sample,100.0,1.0,65.625,56.25,80.72916666666667,39.0625,64.609375,64.609375,more_dropback_heavy_than_baseline,slower_than_baseline,less_shotgun_than_baseline,close_to_baseline_efficiency,0.41,0.3476,0.062399999999999956,0.59,0.6524,-0.06240000000000001,0.41,0.3476,0.062399999999999956,0.37,0.5322,-0.1622,0.1,0.1642,-0.06420000000000001,0.0622,0.0647,-0.0024999999999999953,0.61,0.5961,0.013900000000000023,0.15,0.0906,0.059399999999999994,0.04,0.0214,0.018600000000000002,0.01,0.0229,-0.0129,65.625,75.0,56.25,65.625,43.75,50.0,43.75,87.5,96.875,100.0,45.3125,10.9375,67.1875
2025,CHI,6,red_zone,174,strong,stable_team_sample,100.0,1.0,57.8125,49.21875,44.791666666666664,46.875,54.7265625,54.7265625,more_run_heavy_than_baseline,slower_than_baseline,less_shotgun_than_baseline,more_efficient_than_baseline,0.4483,0.5029,-0.05460000000000004,0.5517,0.4971,0.05459999999999998,0.4483,0.5029,-0.05460000000000004,0.477,0.6589,-0.18190000000000006,0.0632,0.0945,-0.031299999999999994,0.0293,-0.0022,0.0315,0.4483,0.4224,0.02589999999999998,0.046,0.0512,-0.005200000000000003,0.0287,0.0258,0.0029,0.0287,0.0328,-0.004100000000000003,53.125,87.5,37.5,53.125,62.5,65.625,34.375,34.375,46.875,6.25,81.25,40.625,53.125
2025,CHI,7,goal_to_go,65,good,usable_team_sample,80.0,0.9,28.90625,66.40625,39.0625,53.90625,44.859375,40.3734375,close_to_baseline_run_pass_split,close_to_baseline_tempo,less_shotgun_than_baseline,close_to_baseline_efficiency,0.4615,0.4757,-0.01419999999999999,0.5385,0.5243,0.01419999999999999,0.4615,0.4757,-0.01419999999999999,0.4154,0.611,-0.1956,0.0923,0.0861,0.006199999999999997,0.0186,0.0097,0.008899999999999998,0.4923,0.438,0.054300000000000015,0.0,0.0074,-0.0074,0.0154,0.0243,-0.008899999999999998,0.0308,0.0306,0.00020000000000000226,15.625,75.0,9.375,15.625,59.375,78.125,62.5,65.625,32.8125,43.75,40.625,57.8125,50.0
2025,CHI,8,two_minute_half,143,strong,stable_team_sample,100.0,1.0,48.4375,30.46875,47.916666666666664,92.1875,50.8203125,50.8203125,close_to_baseline_run_pass_split,slower_than_baseline,less_shotgun_than_baseline,close_to_baseline_efficiency,0.7273,0.7349,-0.007600000000000051,0.2727,0.2651,0.007599999999999996,0.7273,0.7349,-0.007600000000000051,0.7762,0.8778,-0.10160000000000002,0.0839,0.1634,-0.07949999999999999,-0.0051,0.0083,-0.0134,0.3776,0.4231,-0.045499999999999985,0.1189,0.1271,-0.008199999999999985,0.014,0.0356,-0.0216,0.021,0.0516,-0.0306,9.375,87.5,87.5,9.375,46.875,18.75,15.625,40.625,46.875,12.5,84.375,93.75,90.625
2025,CHI,9,two_minute_game,59,good,usable_team_sample,80.0,0.9,53.125,67.1875,60.9375,68.75,60.71875,54.646875,more_run_heavy_than_baseline,slower_than_baseline,less_shotgun_than_baseline,more_efficient_than_baseline,0.6102,0.6818,-0.0716,0.3898,0.3182,0.0716,0.6102,0.6818,-0.0716,0.661,0.8173,-0.1563,0.1186,0.1726,-0.054000000000000006,0.0654,-0.06,0.1254,0.4237,0.3942,0.029500000000000026,0.1525,0.1268,0.0257,0.0339,0.0394,-0.005499999999999998,0.0169,0.0504,-0.0335,37.5,75.0,62.5,37.5,71.875,56.25,56.25,84.375,70.3125,15.625,96.875,53.125,84.375
2025,CHI,10,one_score,779,strong,stable_team_sample,100.0,1.0,60.15625,74.21875,76.04166666666667,76.5625,69.6875,69.6875,close_to_baseline_run_pass_split,slower_than_baseline,less_shotgun_than_baseline,more_efficient_than_baseline,0.5443,0.565,-0.02069999999999994,0.4557,0.435,0.020699999999999996,0.5443,0.565,-0.02069999999999994,0.5058,0.6859,-0.18009999999999993,0.0359,0.0863,-0.0504,0.0996,0.0035,0.09609999999999999,0.4698,0.4369,0.032899999999999985,0.1476,0.1332,0.014399999999999996,0.0218,0.0265,-0.004699999999999999,0.0167,0.0381,-0.021400000000000002,43.75,90.625,62.5,43.75,81.25,84.375,62.5,68.75,75.0,65.625,87.5,53.125,100.0
2025,CHI,11,neutral_early_down,484,strong,stable_team_sample,100.0,1.0,36.71875,87.109375,78.125,80.46875,63.06640625,63.06640625,close_to_baseline_run_pass_split,slower_than_baseline,less_shotgun_than_baseline,more_efficient_than_baseline,0.5186,0.5215,-0.0029000000000000137,0.4814,0.4785,0.0029000000000000137,0.5186,0.5215,-0.0029000000000000137,0.4194,0.6282,-0.20879999999999999,0.0413,0.0855,-0.0442,0.11,0.013,0.097,0.4752,0.4391,0.03610000000000002,0.1694,0.1443,0.025099999999999983,0.0186,0.0226,-0.004,0.0103,0.0278,-0.017499999999999998,3.125,87.5,53.125,3.125,93.75,87.5,81.25,85.9375,75.0,71.875,87.5,64.0625,96.875
2025,CHI,12,tied,183,strong,stable_team_sample,100.0,1.0,69.53125,41.796875,76.04166666666667,78.125,65.95703125,65.95703125,close_to_baseline_run_pass_split,slower_than_baseline,less_shotgun_than_baseline,less_efficient_than_baseline,0.5191,0.5522,-0.03310000000000002,0.4809,0.4478,0.03310000000000002,0.5191,0.5522,-0.03310000000000002,0.459,0.6675,-0.20849999999999996,0.0219,0.0716,-0.049699999999999994,-0.0612,-0.0028,-0.0584,0.4372,0.4433,-0.00610000000000005,0.1421,0.1307,0.011399999999999993,0.0219,0.0252,-0.003300000000000001,0.0109,0.0369,-0.026000000000000002,62.5,93.75,59.375,62.5,25.0,40.625,43.75,57.8125,84.375,87.5,56.25,59.375,96.875
